,number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_Dropout,params_In_Channel,params_MODEL_NAME_CNN,params_MODEL_NAME_MLP,params_cleassifier,params_focal_gamma,params_learning_rate,params_loss,params_num_warmup_steps_divide,params_optimizer,state
0,0,0.24328722538649308,2024-01-21 19:09:57.188767,2024-01-21 19:19:48.179610,0 days 00:09:50.990843,4,0.2,,,microsoft/deberta-base,mlp,,0.00266464601641634,cross_entropy,3,Adam,COMPLETE
1,1,0.7043596729047549,2024-01-21 19:19:48.203680,2024-01-21 19:37:51.353642,0 days 00:18:03.149962,4,0.2,,,bert-base-uncased,mlp,5.0,0.00854608680554273,focal,13,SGD,COMPLETE
2,2,0.24328722538649308,2024-01-21 19:37:51.387148,2024-01-21 19:42:27.238815,0 days 00:04:35.851667,8,0.5,1.0,bert-base-uncased,,cnn,4.0,0.004564047572737064,focal,12,Adam,COMPLETE
3,3,0.71047728992903,2024-01-21 19:42:27.263631,2024-01-21 20:18:54.244253,0 days 00:36:26.980622,4,0.30000000000000004,,,microsoft/deberta-base,mlp,,0.009688781145204906,cross_entropy,14,SGD,COMPLETE
4,4,0.24328722538649308,2024-01-21 20:18:54.267075,2024-01-21 20:28:17.353961,0 days 00:09:23.086886,4,0.2,1.0,vinai/bertweet-base,,cnn,,0.006296767626978851,cross_entropy,8,Adam,COMPLETE
5,5,0.24328722538649308,2024-01-21 20:28:17.380154,2024-01-21 20:36:18.338246,0 days 00:08:00.958092,4,0.30000000000000004,5.0,xlm-roberta-base,,cnn,,0.0009433150712056199,cross_entropy,12,RMSprop,COMPLETE
6,6,0.24328722538649308,2024-01-21 20:36:18.360066,2024-01-21 20:41:07.174068,0 days 00:04:48.814002,4,0.4,,,roberta-base,mlp,2.0,0.0020879472585248857,focal,13,SGD,COMPLETE
7,7,0.24328722538649308,2024-01-21 20:41:07.194894,2024-01-21 20:47:24.371677,0 days 00:06:17.176783,4,0.2,5.0,roberta-base,,cnn,2.0,0.00204824874620595,focal,14,RMSprop,COMPLETE
8,8,0.1644144144144144,2024-01-21 20:47:24.393716,2024-01-21 20:49:38.748935,0 days 00:02:14.355219,8,0.1,1.0,roberta-base,,cnn,,0.0057605324187299375,cross_entropy,11,RMSprop,PRUNED
9,9,0.24328722538649308,2024-01-21 20:49:38.867566,2024-01-21 20:54:44.129190,0 days 00:05:05.261624,8,0.1,3.0,vinai/bertweet-base,,cnn,5.0,0.0031307686086888766,focal,14,AdamW,COMPLETE
